ts,surface_temp_c,turbidity_raw,tds_raw,turbidity_v,tds_v
2026-03-04T05:58:36.686410+00:00,21.88,2680,1049,2.1597,0.8453
2026-03-04T05:58:37.738185+00:00,21.88,2687,1047,2.1653,0.8437
2026-03-04T05:58:38.584186+00:00,21.88,2685,1048,2.1637,0.8445
2026-03-04T05:58:39.468094+00:00,21.88,2681,1051,2.1605,0.847
2026-03-04T05:58:40.550990+00:00,21.88,2685,1053,2.1637,0.8486
2026-03-04T05:58:41.407184+00:00,21.88,2686,1049,2.1645,0.8453
2026-03-04T05:58:42.241055+00:00,21.88,2681,1053,2.1605,0.8486
2026-03-04T05:58:43.110387+00:00,21.88,2693,1054,2.1702,0.8494
2026-03-04T05:58:44.215841+00:00,21.88,2683,1053,2.1621,0.8486
2026-03-04T05:58:45.058991+00:00,21.88,2694,1055,2.171,0.8502
2026-03-04T05:58:45.920372+00:00,21.88,2514,1051,2.0259,0.847
2026-03-04T05:58:47.037144+00:00,21.88,2227,982,1.7947,0.7914
2026-03-04T05:58:47.874579+00:00,21.88,2527,1019,2.0364,0.8212
2026-03-04T05:58:48.716954+00:00,21.94,2539,1053,2.0461,0.8486
2026-03-04T05:58:49.564553+00:00,21.88,2555,1047,2.059,0.8437
2026-03-04T05:58:53.369656+00:00,21.88,2586,1045,2.084,0.8421
2026-03-04T05:58:54.469292+00:00,21.88,2980,1047,2.4015,0.8437
2026-03-04T05:58:55.313046+00:00,21.88,2651,1049,2.1363,0.8453
2026-03-04T05:58:56.155432+00:00,21.88,101,1049,0.0814,0.8453
2026-03-04T05:58:57.044515+00:00,21.88,172,939,0.1386,0.7567
2026-03-04T05:58:58.138790+00:00,21.88,173,28,0.1394,0.0226
2026-03-04T05:58:58.970427+00:00,21.94,165,27,0.133,0.0218
2026-03-04T05:58:59.816570+00:00,21.88,169,2,0.1362,0.0016
2026-03-04T05:59:00.947038+00:00,21.88,164,1,0.1322,0.0008
2026-03-04T05:59:01.616116+00:00,21.88,174,6,0.1402,0.0048
2026-03-04T05:59:02.636979+00:00,21.94,171,6,0.1378,0.0048
2026-03-04T05:59:03.476697+00:00,21.88,167,22,0.1346,0.0177
2026-03-04T05:59:04.607171+00:00,21.88,169,6,0.1362,0.0048
2026-03-04T05:59:05.451509+00:00,21.88,168,3,0.1354,0.0024
2026-03-04T05:59:06.295062+00:00,21.94,157,5,0.1265,0.004
2026-03-04T05:59:07.419810+00:00,21.94,151,1,0.1217,0.0008
2026-03-04T05:59:08.264026+00:00,21.88,157,0,0.1265,0.0
2026-03-04T05:59:09.110378+00:00,21.94,173,0,0.1394,0.0
2026-03-04T05:59:09.953072+00:00,21.88,162,0,0.1305,0.0
2026-03-04T05:59:10.787551+00:00,21.88,167,0,0.1346,0.0
2026-03-04T05:59:11.925587+00:00,21.94,2685,0,2.1637,0.0
2026-03-04T05:59:12.619590+00:00,21.94,2685,3,2.1637,0.0024
2026-03-04T05:59:13.614249+00:00,21.88,2687,0,2.1653,0.0
2026-03-04T05:59:14.739876+00:00,21.94,2685,2,2.1637,0.0016
2026-03-04T05:59:15.586453+00:00,21.88,2687,1,2.1653,0.0008
2026-03-04T05:59:16.433240+00:00,21.94,2687,1,2.1653,0.0008
2026-03-04T05:59:17.199272+00:00,21.88,2692,0,2.1694,0.0
2026-03-04T05:59:18.121234+00:00,21.88,2687,0,2.1653,0.0
2026-03-04T05:59:19.249066+00:00,21.88,2695,3,2.1718,0.0024
2026-03-04T05:59:20.091258+00:00,21.94,2695,0,2.1718,0.0
2026-03-04T05:59:20.935869+00:00,21.94,2699,1,2.175,0.0008
2026-03-04T05:59:21.800190+00:00,21.94,2696,1,2.1726,0.0008
2026-03-04T05:59:22.908020+00:00,21.88,2697,0,2.1734,0.0
2026-03-04T05:59:23.752480+00:00,21.94,2696,3,2.1726,0.0024
2026-03-04T05:59:24.597266+00:00,21.88,2699,0,2.175,0.0
2026-03-04T05:59:28.390054+00:00,21.88,2699,3,2.175,0.0024
2026-03-04T05:59:29.355916+00:00,21.94,2699,0,2.175,0.0
2026-03-04T05:59:30.345491+00:00,21.94,2699,0,2.175,0.0
2026-03-04T05:59:31.189372+00:00,21.88,2697,0,2.1734,0.0
2026-03-04T05:59:32.048336+00:00,21.94,2699,0,2.175,0.0
2026-03-04T05:59:33.161528+00:00,21.94,2685,2,2.1637,0.0016
2026-03-04T05:59:34.007437+00:00,21.94,2693,3,2.1702,0.0024
2026-03-04T05:59:34.850250+00:00,21.94,2687,3,2.1653,0.0024
2026-03-04T05:59:35.713381+00:00,21.88,2681,5,2.1605,0.004
2026-03-04T05:59:36.823687+00:00,21.94,2066,3,1.6649,0.0024
2026-03-04T05:59:37.673236+00:00,21.94,2453,3,1.9768,0.0024
2026-03-04T05:59:38.461394+00:00,21.94,2557,0,2.0606,0.0
2026-03-04T05:59:39.398421+00:00,21.94,2344,3,1.8889,0.0024
2026-03-04T05:59:40.484578+00:00,21.88,139,0,0.112,0.0
2026-03-04T05:59:41.329956+00:00,21.94,139,0,0.112,0.0
2026-03-04T05:59:42.172454+00:00,21.94,138,0,0.1112,0.0
2026-03-04T05:59:43.047702+00:00,21.94,138,0,0.1112,0.0
2026-03-04T05:59:44.146587+00:00,21.88,143,3,0.1152,0.0024
2026-03-04T05:59:44.988571+00:00,21.94,139,1,0.112,0.0008
2026-03-04T05:59:45.794082+00:00,21.94,139,0,0.112,0.0
2026-03-04T05:59:46.719826+00:00,21.94,137,0,0.1104,0.0
2026-03-04T05:59:47.813290+00:00,21.94,121,0,0.0975,0.0
2026-03-04T05:59:48.565885+00:00,21.88,136,0,0.1096,0.0
2026-03-04T05:59:49.496580+00:00,21.88,137,0,0.1104,0.0
2026-03-04T05:59:50.384353+00:00,21.94,149,0,0.1201,0.0
2026-03-04T05:59:51.467035+00:00,21.94,141,0,0.1136,0.0
2026-03-04T05:59:52.353099+00:00,21.94,138,1,0.1112,0.0008
2026-03-04T05:59:53.154505+00:00,21.94,138,1,0.1112,0.0008
2026-03-04T05:59:54.283221+00:00,21.88,141,0,0.1136,0.0
2026-03-04T05:59:55.126442+00:00,21.88,137,0,0.1104,0.0
2026-03-04T05:59:55.970185+00:00,21.94,137,1,0.1104,0.0008
2026-03-04T05:59:56.815170+00:00,21.94,138,3,0.1112,0.0024
2026-03-04T05:59:57.942751+00:00,21.94,139,0,0.112,0.0
2026-03-04T05:59:58.786093+00:00,21.94,141,1,0.1136,0.0008
2026-03-04T05:59:59.631573+00:00,21.94,141,1,0.1136,0.0008
2026-03-04T06:00:00.501056+00:00,21.94,143,0,0.1152,0.0
2026-03-04T06:00:04.533947+00:00,21.94,137,0,0.1104,0.0
2026-03-04T06:00:05.376255+00:00,21.94,139,0,0.112,0.0
2026-03-04T06:00:06.114944+00:00,21.94,139,1,0.112,0.0008
2026-03-04T06:00:07.352052+00:00,21.94,138,0,0.1112,0.0
2026-03-04T06:00:07.973763+00:00,21.94,140,0,0.1128,0.0
2026-03-04T06:00:09.039680+00:00,21.94,139,0,0.112,0.0
2026-03-04T06:00:09.892814+00:00,21.94,136,1,0.1096,0.0008
2026-03-04T06:00:11.009048+00:00,21.94,137,1,0.1104,0.0008
2026-03-04T06:00:11.642483+00:00,21.94,137,1,0.1104,0.0008
2026-03-04T06:00:12.620524+00:00,21.94,139,3,0.112,0.0024
2026-03-04T06:00:13.545572+00:00,21.94,137,0,0.1104,0.0
2026-03-04T06:00:14.395080+00:00,21.94,137,0,0.1104,0.0
2026-03-04T06:00:15.524986+00:00,21.94,141,0,0.1136,0.0
2026-03-04T06:00:16.362660+00:00,21.94,136,0,0.1096,0.0
2026-03-04T06:00:17.204952+00:00,21.94,151,1,0.1217,0.0008
2026-03-04T06:00:18.334784+00:00,21.94,140,0,0.1128,0.0
2026-03-04T06:00:19.178873+00:00,21.94,142,1,0.1144,0.0008
2026-03-04T06:00:20.023241+00:00,21.94,137,0,0.1104,0.0
2026-03-04T06:00:20.865157+00:00,21.94,139,5,0.112,0.004
2026-03-04T06:00:21.725339+00:00,21.94,137,7,0.1104,0.0056
2026-03-04T06:00:23.435334+00:00,21.94,141,6,0.1136,0.0048
2026-03-04T06:00:23.684377+00:00,21.94,141,5,0.1136,0.004
2026-03-04T06:00:24.527188+00:00,21.94,135,5,0.1088,0.004
2026-03-04T06:00:25.658136+00:00,21.94,133,6,0.1072,0.0048
2026-03-04T06:01:15.962402+00:00,21.94,135,9,0.1088,0.0073
2026-03-04T06:01:16.284784+00:00,21.94,126,5,0.1015,0.004
2026-03-04T06:01:17.419359+00:00,21.94,134,7,0.108,0.0056
2026-03-04T06:01:18.131484+00:00,21.94,127,7,0.1023,0.0056
2026-03-04T06:01:19.042027+00:00,21.88,2079,8,1.6754,0.0064
2026-03-04T06:01:19.969273+00:00,21.88,2075,1030,1.6722,0.83
2026-03-04T06:01:21.270944+00:00,21.94,2717,1035,2.1895,0.8341
2026-03-04T06:01:21.923751+00:00,21.94,2693,1049,2.1702,0.8453
2026-03-04T06:01:22.719397+00:00,21.94,2687,1053,2.1653,0.8486
2026-03-04T06:01:23.643063+00:00,21.94,2687,1055,2.1653,0.8502
2026-03-04T06:01:24.794663+00:00,21.94,2693,1053,2.1702,0.8486
2026-03-04T06:01:25.591908+00:00,21.94,2687,1053,2.1653,0.8486
2026-03-04T06:01:26.433733+00:00,21.88,2695,959,2.1718,0.7728
2026-03-04T06:01:27.599243+00:00,21.94,2687,969,2.1653,0.7809
2026-03-04T06:01:28.410744+00:00,21.94,2687,975,2.1653,0.7857
2026-03-04T06:01:29.124811+00:00,21.94,2687,977,2.1653,0.7873
2026-03-04T06:01:30.092923+00:00,21.94,2685,989,2.1637,0.797
2026-03-04T06:01:31.240996+00:00,21.94,2925,1045,2.3571,0.8421
2026-03-04T06:01:32.063572+00:00,21.94,2686,1061,2.1645,0.855
2026-03-04T06:01:32.906290+00:00,21.88,2686,1065,2.1645,0.8582
2026-03-04T06:01:33.751849+00:00,21.94,2685,1063,2.1637,0.8566
2026-03-04T06:01:34.627218+00:00,21.94,2684,1067,2.1629,0.8599
2026-03-04T06:01:35.725314+00:00,21.94,2682,1065,2.1613,0.8582
2026-03-04T06:01:36.566838+00:00,21.94,2684,1065,2.1629,0.8582
2026-03-04T06:01:37.371548+00:00,21.88,2683,1066,2.1621,0.859
2026-03-04T06:01:38.291121+00:00,21.94,2683,1067,2.1621,0.8599
2026-03-04T06:01:39.386602+00:00,21.94,2687,1064,2.1653,0.8574
2026-03-04T06:01:40.234586+00:00,21.94,2685,1067,2.1637,0.8599
2026-03-04T06:01:41.072961+00:00,21.94,2678,989,2.1581,0.797
2026-03-04T06:01:42.201277+00:00,21.88,2687,1061,2.1653,0.855
2026-03-04T06:01:43.051038+00:00,21.94,2686,1066,2.1645,0.859
2026-03-04T06:01:43.810878+00:00,21.94,2685,1063,2.1637,0.8566
2026-03-04T06:01:44.741072+00:00,21.94,2687,1066,2.1653,0.859
2026-03-04T06:01:45.860701+00:00,21.94,2694,1067,2.171,0.8599
2026-03-04T06:01:49.636519+00:00,21.94,2695,1065,2.1718,0.8582
2026-03-04T06:01:50.480858+00:00,21.94,2694,1064,2.171,0.8574
2026-03-04T06:01:51.318233+00:00,21.94,2696,1065,2.1726,0.8582
2026-03-04T06:01:52.243866+00:00,21.94,2693,1069,2.1702,0.8615
2026-03-04T06:01:53.300030+00:00,21.94,2687,1066,2.1653,0.859
2026-03-04T06:01:54.235218+00:00,21.94,2478,1045,1.9969,0.8421
2026-03-04T06:01:55.062167+00:00,21.94,201,239,0.162,0.1926
2026-03-04T06:01:56.118608+00:00,21.94,185,227,0.1491,0.1829
2026-03-04T06:01:56.958801+00:00,21.94,185,151,0.1491,0.1217
2026-03-04T06:01:57.813845+00:00,21.94,184,150,0.1483,0.1209
2026-03-04T06:01:58.661484+00:00,21.94,185,153,0.1491,0.1233
2026-03-04T06:01:59.572302+00:00,21.88,183,153,0.1475,0.1233
2026-03-04T06:02:00.472718+00:00,21.94,183,153,0.1475,0.1233
2026-03-04T06:02:01.466149+00:00,21.94,187,155,0.1507,0.1249
2026-03-04T06:02:02.592509+00:00,21.94,171,149,0.1378,0.1201
2026-03-04T06:02:03.439938+00:00,21.94,185,149,0.1491,0.1201
2026-03-04T06:02:04.279792+00:00,21.94,183,155,0.1475,0.1249
2026-03-04T06:02:05.140264+00:00,21.94,184,151,0.1483,0.1217
2026-03-04T06:02:05.984594+00:00,21.88,185,153,0.1491,0.1233
2026-03-04T06:02:07.113407+00:00,21.94,182,151,0.1467,0.1217
2026-03-04T06:02:07.942648+00:00,21.94,185,150,0.1491,0.1209
2026-03-04T06:02:08.787838+00:00,21.94,180,151,0.1451,0.1217
2026-03-04T06:02:09.682676+00:00,21.94,181,153,0.1459,0.1233
2026-03-04T06:02:10.757487+00:00,21.94,181,151,0.1459,0.1217
2026-03-04T06:02:11.611981+00:00,21.94,185,151,0.1491,0.1217
2026-03-04T06:02:12.420493+00:00,21.94,185,153,0.1491,0.1233
2026-03-04T06:02:13.391809+00:00,21.94,183,152,0.1475,0.1225
2026-03-04T06:02:14.312700+00:00,21.94,187,143,0.1507,0.1152
2026-03-04T06:02:15.148498+00:00,21.94,182,151,0.1467,0.1217
2026-03-04T06:02:16.122367+00:00,21.94,184,151,0.1483,0.1217
2026-03-04T06:02:16.998597+00:00,21.94,183,151,0.1475,0.1217
2026-03-04T06:02:17.896163+00:00,21.94,183,151,0.1475,0.1217
2026-03-04T06:02:18.851503+00:00,21.94,184,154,0.1483,0.1241
2026-03-04T06:02:19.834692+00:00,21.94,184,153,0.1483,0.1233
2026-03-04T06:02:20.692801+00:00,21.94,182,152,0.1467,0.1225
2026-03-04T06:02:24.671944+00:00,21.94,185,151,0.1491,0.1217
2026-03-04T06:02:25.527163+00:00,21.88,184,151,0.1483,0.1217
2026-03-04T06:02:26.658299+00:00,21.94,185,154,0.1491,0.1241
2026-03-04T06:02:27.287251+00:00,21.94,185,153,0.1491,0.1233
2026-03-04T06:02:28.187114+00:00,21.94,184,151,0.1483,0.1217
2026-03-04T06:02:29.070393+00:00,21.94,174,151,0.1402,0.1217
2026-03-04T06:02:30.303953+00:00,21.94,172,151,0.1386,0.1217
2026-03-04T06:02:30.901196+00:00,21.94,171,151,0.1378,0.1217
2026-03-04T06:02:31.996896+00:00,21.94,171,153,0.1378,0.1233
2026-03-04T06:02:32.760211+00:00,21.94,174,152,0.1402,0.1225
2026-03-04T06:02:33.695579+00:00,21.94,172,152,0.1386,0.1225
2026-03-04T06:02:34.809720+00:00,21.94,171,151,0.1378,0.1217
2026-03-04T06:02:35.483373+00:00,21.94,175,153,0.141,0.1233
2026-03-04T06:02:36.797016+00:00,21.94,173,149,0.1394,0.1201
2026-03-04T06:02:37.328099+00:00,21.94,173,151,0.1394,0.1217
2026-03-04T06:02:38.471231+00:00,21.94,171,152,0.1378,0.1225
2026-03-04T06:02:39.318274+00:00,21.94,169,151,0.1362,0.1217
2026-03-04T06:02:40.074469+00:00,21.88,175,150,0.141,0.1209
2026-03-04T06:02:41.015283+00:00,21.94,172,151,0.1386,0.1217
2026-03-04T06:02:42.132048+00:00,21.94,173,151,0.1394,0.1217
2026-03-04T06:02:42.809960+00:00,21.94,171,152,0.1378,0.1225
2026-03-04T06:02:43.821323+00:00,21.94,173,151,0.1394,0.1217
2026-03-04T06:02:44.948455+00:00,21.94,173,153,0.1394,0.1233
2026-03-04T06:02:45.793418+00:00,21.94,172,151,0.1386,0.1217
2026-03-04T06:02:46.638563+00:00,21.94,172,155,0.1386,0.1249
2026-03-04T06:02:47.403068+00:00,21.94,171,153,0.1378,0.1233
2026-03-04T06:02:48.621252+00:00,21.94,169,153,0.1362,0.1233
2026-03-04T06:02:49.455611+00:00,21.94,172,141,0.1386,0.1136
2026-03-04T06:04:01.918669+00:00,21.94,171,155,0.1378,0.1249
2026-03-04T06:04:02.431550+00:00,21.94,169,153,0.1362,0.1233
2026-03-04T06:04:03.276329+00:00,21.94,175,153,0.141,0.1233
2026-03-04T06:04:04.405468+00:00,21.94,172,154,0.1386,0.1241
2026-03-04T06:04:05.249826+00:00,21.94,169,155,0.1362,0.1249
2026-03-04T06:04:06.094978+00:00,21.94,172,157,0.1386,0.1265
2026-03-04T06:04:09.869975+00:00,21.94,171,155,0.1378,0.1249
2026-03-04T06:04:10.709244+00:00,21.94,2267,110,1.8269,0.0886
2026-03-04T06:04:11.841581+00:00,21.94,2276,147,1.8341,0.1185
2026-03-04T06:04:12.521940+00:00,21.94,3701,1050,2.9825,0.8462
2026-03-04T06:04:13.543647+00:00,21.94,2651,1055,2.1363,0.8502
2026-03-04T06:04:14.390642+00:00,21.94,2649,1061,2.1347,0.855
2026-03-04T06:04:15.270710+00:00,21.94,2651,1061,2.1363,0.855
2026-03-04T06:04:16.218206+00:00,21.94,2652,1065,2.1371,0.8582
2026-03-04T06:04:17.194251+00:00,21.94,2651,1069,2.1363,0.8615
2026-03-04T06:04:18.317397+00:00,21.94,2652,1065,2.1371,0.8582
2026-03-04T06:04:18.972655+00:00,21.94,2659,1067,2.1428,0.8599
2026-03-04T06:04:19.859106+00:00,21.94,2651,1067,2.1363,0.8599
2026-03-04T06:04:20.852671+00:00,21.94,2660,1071,2.1436,0.8631
2026-03-04T06:04:21.981070+00:00,21.94,2655,1066,2.1396,0.859
2026-03-04T06:04:22.825423+00:00,21.88,2653,1067,2.1379,0.8599
2026-03-04T06:04:23.669607+00:00,21.94,2659,1071,2.1428,0.8631
2026-03-04T06:04:24.515483+00:00,21.94,2658,1072,2.142,0.8639
2026-03-04T06:04:25.652417+00:00,21.94,2660,1071,2.1436,0.8631
2026-03-04T06:04:26.483393+00:00,21.94,1363,1061,1.0984,0.855
2026-03-04T06:04:27.330083+00:00,21.94,2735,1072,2.204,0.8639
2026-03-04T06:04:28.203773+00:00,21.94,2661,1070,2.1444,0.8623
2026-03-04T06:04:29.299977+00:00,21.94,2667,1072,2.1492,0.8639
2026-03-04T06:04:30.163473+00:00,22.0,2663,1077,2.146,0.8679
2026-03-04T06:04:30.849865+00:00,21.94,2709,1078,2.1831,0.8687
2026-03-04T06:04:31.840677+00:00,21.94,2709,1075,2.1831,0.8663
2026-03-04T06:04:32.965513+00:00,21.94,2702,1076,2.1774,0.8671
2026-03-04T06:04:33.804809+00:00,21.94,2707,1076,2.1815,0.8671
2026-03-04T06:04:34.650898+00:00,21.94,2700,1071,2.1758,0.8631
2026-03-04T06:04:35.494148+00:00,21.94,2703,1077,2.1782,0.8679
2026-03-04T06:04:36.351378+00:00,21.94,2699,1072,2.175,0.8639
2026-03-04T06:04:37.470550+00:00,21.94,2697,1071,2.1734,0.8631
2026-03-04T06:04:38.152761+00:00,21.94,2697,1079,2.1734,0.8695
2026-03-04T06:04:39.156618+00:00,21.94,2699,1080,2.175,0.8703
2026-03-04T06:04:40.320500+00:00,21.94,2685,1079,2.1637,0.8695
2026-03-04T06:04:41.129661+00:00,21.94,2698,1077,2.1742,0.8679
2026-03-04T06:04:44.907779+00:00,21.94,2701,1077,2.1766,0.8679
2026-03-04T06:04:45.701019+00:00,21.94,2700,1079,2.1758,0.8695
2026-03-04T06:04:46.622638+00:00,21.94,2698,1079,2.1742,0.8695
2026-03-04T06:04:47.745509+00:00,21.94,2700,1084,2.1758,0.8736
2026-03-04T06:04:48.564220+00:00,21.94,2707,1077,2.1815,0.8679
2026-03-04T06:04:49.412463+00:00,21.94,2709,1080,2.1831,0.8703
2026-03-04T06:04:50.281689+00:00,21.94,2709,1079,2.1831,0.8695
2026-03-04T06:04:51.196426+00:00,21.94,2717,1079,2.1895,0.8695
2026-03-04T06:04:52.115428+00:00,21.94,2239,663,1.8043,0.5343
2026-03-04T06:04:53.034748+00:00,21.94,2227,317,1.7947,0.2555
2026-03-04T06:04:54.200253+00:00,21.94,2230,160,1.7971,0.1289
2026-03-04T06:04:55.042806+00:00,21.94,2684,1075,2.1629,0.8663
2026-03-04T06:04:55.886553+00:00,21.94,2676,1011,2.1565,0.8147
2026-03-04T06:04:56.787930+00:00,21.94,2677,1077,2.1573,0.8679
2026-03-04T06:04:57.861042+00:00,21.94,2677,1071,2.1573,0.8631
2026-03-04T06:04:58.701322+00:00,22.0,2681,1071,2.1605,0.8631
2026-03-04T06:04:59.548413+00:00,21.94,2215,427,1.785,0.3441
2026-03-04T06:05:00.392525+00:00,21.94,2313,90,1.864,0.0725
2026-03-04T06:05:01.361971+00:00,21.94,191,84,0.1539,0.0677
2026-03-04T06:05:02.193654+00:00,21.94,198,1068,0.1596,0.8607
2026-03-04T06:05:03.208726+00:00,21.94,199,1046,0.1604,0.8429
2026-03-04T06:05:04.336966+00:00,21.94,192,1039,0.1547,0.8373
2026-03-04T06:05:05.179552+00:00,21.94,200,1036,0.1612,0.8349
2026-03-04T06:05:05.866246+00:00,22.0,201,1021,0.162,0.8228
2026-03-04T06:05:06.794580+00:00,22.0,191,1019,0.1539,0.8212
2026-03-04T06:05:07.693225+00:00,21.94,191,1018,0.1539,0.8204
2026-03-04T06:05:08.618133+00:00,22.0,199,1011,0.1604,0.8147
2026-03-04T06:05:09.531322+00:00,21.94,197,1013,0.1588,0.8163
2026-03-04T06:05:10.531564+00:00,21.94,198,1005,0.1596,0.8099
2026-03-04T06:05:11.362592+00:00,21.94,201,1005,0.162,0.8099
2026-03-04T06:05:12.502168+00:00,22.0,201,1004,0.162,0.8091
2026-03-04T06:05:13.200764+00:00,21.94,201,1010,0.162,0.8139
2026-03-04T06:05:14.192446+00:00,21.94,191,1007,0.1539,0.8115
2026-03-04T06:05:15.038827+00:00,21.94,201,1005,0.162,0.8099
2026-03-04T06:05:16.164783+00:00,21.94,192,1012,0.1547,0.8155
2026-03-04T06:05:17.011548+00:00,21.94,198,1013,0.1596,0.8163
2026-03-04T06:05:20.785087+00:00,21.94,189,1006,0.1523,0.8107
2026-03-04T06:05:21.910929+00:00,22.0,191,1011,0.1539,0.8147
2026-03-04T06:05:22.762426+00:00,22.0,189,1007,0.1523,0.8115
2026-03-04T06:05:23.601350+00:00,21.94,191,1005,0.1539,0.8099
2026-03-04T06:05:24.417546+00:00,21.94,190,1007,0.1531,0.8115
2026-03-04T06:05:25.569733+00:00,21.94,185,973,0.1491,0.7841
2026-03-04T06:05:26.209866+00:00,22.0,197,978,0.1588,0.7881
